classification_id,medical_id,classification_level,classification_name,parent_id,publication_classification_id,regdate,lastupdate
279,1,2,術野モニタ,60,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
280,1,2,脳波計,7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
281,1,2,医療用吸引器,47,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
282,1,2,ボンノスコープ,61,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
283,1,2,Ｏ２パイピング用,62,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
284,1,2,心臓カテーテル用検査装置（５Ｆ）,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
285,1,2,X線平面検出器出力読取式デジタルラジオグラフ,63,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
286,1,2,録画装置（内視鏡ユニット）,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
287,1,2,カーディオブレート,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
288,1,2,電動式型吸引器,47,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
289,1,2,プリンター（移動型Ｘ線ＴＶ装置）,64,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
290,1,2,小型輸液ポンプCADD-Solis,25,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
291,1,2,ライフスコープＡ,65,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
292,1,2,成人用人工呼吸器（NKV-330）,9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
293,1,2,加熱式加湿器,66,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
294,1,2,成人用人工呼吸器（PB-980),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
295,1,2,多項目モニタ,18,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
296,1,2,成人用人工呼吸器（ＡＶＥＡ）,9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
297,1,2,麻酔科内視鏡ユニット,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
298,1,2,血圧脈波検査装置,67,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
299,1,2,洗浄室,68,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
300,1,2,白内障・硝子体手術装置,59,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
301,1,2,通信ラック,43,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
302,1,2,可搬型多項目モニタ,7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
303,1,2,多機能心電計（FX-7542）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
304,1,2,麻酔器,69,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
305,1,2,心臓カテーテル用検査装置（３Ｆ）,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
306,1,2,電動式ギブスカッター,70,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
307,1,2,ActiveCare,19,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
308,1,2,治療ユニット,71,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
309,1,2,汎用心電計,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
310,1,2,心拍出量計,27,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
311,1,2,据置型アナログ式泌尿器・婦人科用X線透視診断装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
312,1,2,間欠型空気圧式マッサージ器,19,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
313,1,2,一時的使用ペーシング機能付除細動器1,72,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
314,1,2,録画装置（術野）,36,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
315,1,2,ＭＲＩ輸液ポンプ,43,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
316,1,2,非中心循環系ｱﾌﾀｰﾛｰﾃﾞｨﾝｸﾞ式ﾌﾞﾗｷｾﾗﾋﾟｰ装置,73,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
317,1,2,尿定量,28,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
318,1,2,経腸栄養用輸液ポンプ,25,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
319,1,2,汎用輸液ポンプ（JMS）,43,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
320,1,2,汎用輸液ポンプ（TE-LM800A）,43,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
321,1,2,医療用エックス線装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
322,1,2,スケール,40,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
323,1,2,エネルギーチェッカー,12,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
324,1,2,バイタルビュー,75,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
325,1,2,乾燥機,76,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
326,1,2,電気メス（日本メディカルネクスト）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
327,1,2,モニター（赤外線観察システム）,77,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
328,1,2,電気メス（メラ）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
329,1,2,送信機,7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
330,1,2,バーサジェット,79,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
331,1,2,スピーカー,80,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
332,1,2,汎用人工呼吸器(E-200),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
333,1,2,経腸栄養用輸液ポンプAmika,25,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
334,1,2,心臓運動負荷モニタリングシステム,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
335,1,2,電気メス用　バイポーラセット,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
336,1,2,高頻度人工呼吸器(AS-25),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
337,1,2,ＰＤＴ半導体レーザ,81,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
338,1,2,蛋白分画,74,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
339,1,2,ダヴィンチ用３Ｄモニター,83,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
340,1,2,モニター（内視鏡ユニット）,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
341,1,2,循環器用超音波画像診断装置,3,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
342,1,2,再使用可能な手動式肺人工蘇生器,66,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
343,1,2,汎用輸液ポンプ（TE-LM835A),43,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
344,1,2,フォトコアギュレター,30,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
345,1,2,マイクロ波治療器,59,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
346,1,2,多機能心電計,53,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
347,1,2,情報伝送装置,7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
348,1,2,インファントウォーマー,84,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
349,1,2,薬用冷蔵庫,85,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
350,1,2,動脈圧心拍出量計,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
351,1,2,シーラー,40,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
352,1,2,眼振計,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
353,1,2,上部消化管スコープ,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
354,1,2,電気メス（心外用バリーラブ）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
355,1,2,電動式骨手術装置,6,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
356,1,2,救急カート,86,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
357,1,2,ＳＮＮＳ,87,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
358,1,2,睡眠時無呼吸検査,16,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
359,1,2,照明灯,88,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
360,1,2,サンダービート,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
361,1,2,ＥＡＳシステム,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
362,1,2,フォトンレーザー,30,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
363,1,2,酵素免疫測定装置,20,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
364,1,2,自動電子血圧計,18,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
365,1,2,録画装置（血流計）,38,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
366,1,2,IRE（ナノナイフ）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
367,1,2,多機能心電計（ECG-1550）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
368,1,2,経皮ガスモニター,89,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
369,1,2,電子式診断用スパイロメータ,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
370,1,2,多用途テレメータ,7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
371,1,2,紫外線照射ロボット,40,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
372,1,2,超音波画像診断装置,3,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
373,1,2,成人用人工呼吸器(LTV-1200),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
374,1,2,モニター,83,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
375,1,2,グリコヘモグロビン,74,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
376,1,2,V.A.C型陰圧持続管理装置,8,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
377,1,2,移動型デジタル式汎用一体型Ｘ線透視診断装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
378,1,2,カメラ（カメラユニット）,80,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
379,1,2,手術台アクセサリー,2,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
380,1,2,二重エネルギー骨X線吸収測定一体型装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
381,1,2,デルマトーム,90,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
382,1,2,可搬型人工呼吸器(ﾊﾟﾗﾊﾟｯｸ),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
383,1,2,新生児・小児用人工呼吸器(SiPAP),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
384,1,2,術中画像記録装置,91,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
385,1,2,多項目モニタ（BP（BX）-10）,18,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
386,1,2,リソクラスト,92,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
387,1,2,録画装置（超音波画像診断装置）,3,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
388,1,2,血液濾過用装置,93,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
389,1,2,バイポーラ,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
390,1,2,肺動脈モニター,83,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
391,1,2,眼撮影装置,17,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
392,1,2,不整脈モニタリングシステム（WEP-5208),7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
393,1,2,重要パラメータ付き多項目モニタ（BSM-2401),7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
394,1,2,ビデオ軟性大腸鏡,22,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
395,1,2,常設電気メス（メラ）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
396,1,2,超音波画像診断装置（Preirus）,3,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
397,1,2,エア式骨手術器械,94,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
398,1,2,外科用X線装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
399,1,2,神経刺激装置,95,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
400,1,2,侵襲式体外型心臓ペースメーカー,96,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
401,1,2,体成分分析装置,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
402,1,2,コンピューテッドラジオグラフ,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
403,1,2,マイダスレックスレジェンド,6,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
404,1,2,微生物分類同定分析装置,97,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
405,1,2,脊椎内視鏡ユニット,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
406,1,2,血液ガス分析装置,48,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
407,1,2,電気メス,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
408,1,2,ディスクリート方式臨床化学自動分析装置,20,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
409,1,2,汎用人工呼吸器(EVT-1000),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
410,1,2,採血管準備,98,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
411,1,2,多相電動式造影剤注入装置,25,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
412,1,2,半自動除細動器（AED）,72,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
413,1,2,筋電図,16,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
414,1,2,多機能心電計（FDX-4521）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
415,1,2,成人用人工呼吸器(HAMILTON-MR1),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
416,1,2,Ｏ２ボンベ用（フロージェントル）,62,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
417,1,2,注射筒輸液ポンプ（TE-SS835N）,14,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
418,1,2,天井取付け式Ｘ線管支持器,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
419,1,2,便潜血,28,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
420,1,2,モニター（ポイントセッターユニット）,31,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
421,1,2,超音波血流計,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
422,1,2,自動気腹器,99,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
423,1,2,超音波画像診断装置（200MD）,3,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
424,1,2,汎用心電計（FX-4211）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
425,1,2,ローターブレーター,100,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
426,1,2,ホルムアルデヒドガス滅菌器,101,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
427,1,2,電熱ヒーター,66,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
428,1,2,自動身長計付体組成計,102,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
429,1,2,陰圧人工呼吸器（ＲＴＸ）,9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
430,1,2,婦人科用診療・処置台,103,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
431,1,2,多機能心電計（ECG-2450）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
432,1,2,クライオ,104,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
433,1,2,ゲラサーム,42,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
434,1,2,汎用人工呼吸器(EVT-2200),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
435,1,2,ＭＥＰ,105,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
436,1,2,内視鏡用送気送水装置,22,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
437,1,2,可搬型人工呼吸器(Oxylog 3000),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
438,1,2,薬物,74,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
439,1,2,アネロイド式血圧計,107,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
440,1,2,据置型デジタル式汎用X線透視診断装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
441,1,2,一体型手術台,2,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
442,1,2,心電図モニタ,7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
443,1,2,開放式保育器,108,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
444,1,2,注射筒輸液ポンプ（TE-371),14,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
445,1,2,ＩＡＢＰ,109,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
446,1,2,一時的使用ペーシング機能付除細動器,72,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
447,1,2,耳鼻科カメラユニット,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
448,1,2,脳神経外科手術用ナビゲーションユニット,59,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
449,1,2,医用電子血圧計,67,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
450,1,2,蛍光観察システム,110,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
451,1,2,エンドアーム,111,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
452,1,2,コアシステム,6,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
453,1,2,電気メス（エルマン）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
454,1,2,画像プロセッサ,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
455,1,2,フォーストライアッド,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
456,1,2,インフィニティー,112,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
457,1,2,ヒステロレゼクトスコープ,113,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
458,1,2,インフューザーポンプ,114,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
459,1,2,カメラヘッド,115,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
460,1,2,手術顕微鏡,78,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
461,1,2,フローメーター,116,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
462,1,2,低周波治療器,59,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
463,1,2,録画装置（ダビンチユニット）,117,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
464,1,2,多機能心電計（FCP-4720）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
465,1,2,炭酸ガス炭素同位体比分析装置,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
466,1,2,Ｅペン,6,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
467,1,2,ブレインラボ,118,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
468,1,2,補液ポンプ,82,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
469,1,2,機能検査オキシメーター,20,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
470,1,2,Ｅ－ＭＡＸ,6,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
471,1,2,尿沈渣分析装置,119,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
472,1,2,色覚検査装置,17,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
473,1,2,医療用エックス線管装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
474,1,2,遠心型血液成分分離装置,82,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
475,1,2,電動式低圧吸引器　メラサキュームMS-009T,47,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
476,1,2,小型液体用高圧蒸気滅菌器,101,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
477,1,2,炭酸ガスレーザー,81,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
478,1,2,ハイブリッド滅菌器,120,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
479,1,2,パルスホルミウム・ヤグレーザー,81,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
480,1,2,汎用人工呼吸器(Savina),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
481,1,2,据置型デジタル式X線撮影診断装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
482,1,2,ネーザルハイフロー　ブレンダータイプ,66,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
483,1,2,運動負荷試験,16,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
484,1,2,内視鏡用能動切除器具,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
485,1,2,細隙灯顕微鏡,17,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
486,1,2,汎用画像診断装置ワークステーション,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
487,1,2,気管支ファイバースコープ,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
488,1,2,汎用心電計（MAC5000）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
489,1,2,高圧ガスレギュレータ,24,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
490,1,2,手台,2,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
491,1,2,不整脈モニタリングシステム4人用（WEP-4204),7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
492,1,2,一酸化窒素ガス分析装置,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
493,1,2,腹腔鏡ユニット,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
494,1,2,アレキサンドライトレーザー,81,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
495,1,2,体外循環装置用遠心ポンプ駆動装置,34,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
496,1,2,汎用人工呼吸器(Ｉｎｆｉｎｉｔｙ　Ｖ300),9,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
497,1,2,術者用椅子,121,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
498,1,2,マイクロターゼ,122,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
499,1,2,真空吸引器,47,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
500,1,2,パソコン,40,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
501,1,2,汎用診療・処置台,123,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
502,1,2,据置型アナログ式汎用Ⅹ線診断装置,26,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
503,1,2,光線治療器,13,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
504,1,2,ホルター心電図,16,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
505,1,2,パルスオキシメータ,124,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
506,1,2,注射筒輸液ポンプ（SP-80RS),14,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
507,1,2,赤外線観察システム,77,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
508,1,2,IPC,6,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
509,1,2,長時間心電図用データレコーダー,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
510,1,2,セルセーバー,126,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
511,1,2,イリゲーター（電気手術器）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
512,1,2,ビデオ軟性神経内視鏡,22,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
513,1,2,解析機能付きセントラルモニタ,15,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
514,1,2,多機能心電計（FX-8322）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
515,1,2,遠心機,35,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
516,1,2,ヘモクロン,5,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
517,1,2,コンソール,117,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
518,1,2,血球計数装置,20,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
519,1,2,バイポーラ（エースクラップ）,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
520,1,2,イリゲーター（超音波破砕装置）,52,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
521,1,2,分配器,80,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
522,1,2,高周波焼灼装置（内視鏡ユニット）,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
523,1,2,ラリンゴ用光源,21,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
524,1,2,FT10,4,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
525,1,2,超音波プローブ（超音波画像診断装置）,3,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
526,1,2,保温庫,127,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
527,1,2,定置型保育器,108,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
528,1,2,微生物,128,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
529,1,2,脳内視鏡ユニット,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
530,1,2,その他の計測装置,7,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
531,1,2,光源装置（内視鏡ユニット）,23,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
532,1,2,多機能心電計（ECG-1400）,51,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
533,1,2,シリンジポンプ,14,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
534,1,2,ホットドック,42,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
535,1,2,手動式圧注入調節装置1,129,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
536,1,2,ギブス台,130,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
537,1,2,尿化学分析装置,28,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
538,1,2,ヒーター,42,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
539,1,2,キューサー,52,,2025-08-08 15:52:00.392086,2025-08-08 15:52:00.392086
